title_checkouts,id_checkouts,author_checkouts,Title,work_id,best_book_id,author_goodreads,title_goodreads,tier
david copperfield,56191,charles dickens,David Copperfield,18903708,949025,charles dickens,david copperfield,exact
how will you measure your life unabridged,214838,clayton m christensen,How Will You Measure Your Life? (Unabridged),18907551,13425570,clayton m christensen,how will you measure your life,wgt_jaccard_0.1
devil in the grove thurgood marshall the groveland boys and the dawn of a new america,210503,gilbert king,"Devil in the Grove: Thurgood Marshall, the Groveland Boys, and the Dawn of a New America",18907573,13425592,gilbert king,devil in the grove thurgood marshall the groveland boys and the dawn of a new america,exact
david copperfield,56191,charles dickens,David Copperfield,18908048,949008,charles dickens,david copperfield,exact
time out for sophie,200150,rosemary wells,Time-out for Sophie / Rosemary Wells.,18912499,13426151,jean reidy,time out for monsters,wgt_jaccard_0.5
the new geography of jobs,122615,enrico moretti,The New Geography of Jobs,18920300,13429580,enrico moretti,the new geography of jobs,exact
sleep like a baby,51808,charlaine harris,Sleep like a baby / Charlaine Harris.,18920341,13429619,mary logue,sleep like a tiger,wgt_jaccard_0.45
sleep like a tiger,224431,mary logue,Sleep like a tiger / written by Mary Logue ; illustrated by Pamela Zagarenski.,18920341,13429619,mary logue,sleep like a tiger,exact
captain underpants and the terrifying return of tippy tinkletrousers the ninth epic novel,144192,dav pilkey,Captain Underpants and the terrifying return of Tippy Tinkletrousers : the ninth epic novel / by Dav Pilkey.,18938318,13435622,dav pilkey,captain underpants and the terrifying return of tippy tinkletrousers,wgt_jaccard_0.3
how children succeed grit curiosity and the hidden power of character,89744,paul tough,"How Children Succeed: Grit, Curiosity, and the Hidden Power of Character",18938981,13435889,paul tough,how children succeed grit curiosity and the hidden power of character,exact
drama,74643,,Drama,18940474,13436373,raina telgemeier,drama,exact
drama,163135,raina telgemeier,Drama,18940474,13436373,raina telgemeier,drama,exact
drama,474977,ajr,Drama,18940474,13436373,raina telgemeier,drama,exact
there s a giraffe in my soup,70071,ross burach,There's a giraffe in my soup / by Ross Burach.,18940478,13436377,tedd arnold,there s a fly guy in my soup,wgt_jaccard_0.45
there s a fly guy in my soup,92645,tedd arnold,There's a Fly Guy in my soup / Tedd Arnold.,18940478,13436377,tedd arnold,there s a fly guy in my soup,exact
flight behavior,383,barbara kingsolver,Flight Behavior: A Novel,18945788,13438524,barbara kingsolver,flight behavior,exact
flight behavior unabridged,116054,barbara kingsolver,Flight Behavior (Unabridged),18945788,13438524,barbara kingsolver,flight behavior,wgt_jaccard_0.2
pawn of prophecy the belgariad series book 1 unabridged unabridged,5136,david eddings,"Pawn of Prophecy: The Belgariad Series, Book 1 (unabridged) (Unabridged)",18969761,18878,david eddings,the belgariad part one pawn of prophecy,wgt_jaccard_0.5
the raven boys,150169,maggie stiefvater,The Raven Boys / Maggie Stiefvater.,18970934,17675462,maggie stiefvater,the raven boys,exact
the truth is a cave in the black mountains,24799,neil gaiman,The Truth Is a Cave in the Black Mountains: A Tale of Travel and Darkness with Pictures of All Kinds (unabridged) (Unabridged),18981596,18635092,neil gaiman,the truth is a cave in the black mountains,exact
the recruit,206050,robert muchamore,The recruit / Robert Muchamore.,18986986,13457433,monica mccarty,the recruit,exact
who could that be at this hour,153297,lemony snicket,"""""Who could that be at this hour?"""" / Lemony Snicket ; art by Seth.",19008874,13477819,lemony snicket,who could that be at this hour,exact
i robot,159278,isaac asimov,"I, robot / Isaac Asimov.",19013020,13480568,isaac asimov,i robot,exact
the call of the wild and white fang,176895,jack london,"The call of the wild ; and, White Fang / Jack London ; illustrated by Scott McKowen.",19015472,13482131,jack london,the call of the wild white fang,wgt_jaccard_0.1
the elfstones of shannara the original shannara trilogy book 2 unabridged unabridged,60209,terry brooks,"The Elfstones of Shannara: The Original Shannara Trilogy, Book 2 (unabridged) (Unabridged)",19030296,2001943,terry brooks,the elfstones of shannara the original shannara trilogy 2,wgt_jaccard_0.2
the elfstones of shannara the original shannara trilogy book 2,132413,terry brooks,"The Elfstones of Shannara: The Original Shannara Trilogy, Book 2",19030296,2001943,terry brooks,the elfstones of shannara the original shannara trilogy 2,wgt_jaccard_0.1
twenty one days,746498,anne perry,Twenty-one days : a Daniel Pitt novel / Anne Perry.,19033216,48865,graham greene,twenty one stories,wgt_jaccard_0.5
counting by 7s,87136,holly sloan goldberg,Counting by 7s / Holly Goldberg Sloan.,19034797,15937108,holly goldberg sloan,counting by 7s,exact
counting by 7s unabridged,151552,holly goldberg sloan,Counting by 7s (Unabridged),19034797,15937108,holly goldberg sloan,counting by 7s,wgt_jaccard_0.15
counting by 7s,200207,holly goldberg sloan,Counting by 7s,19034797,15937108,holly goldberg sloan,counting by 7s,exact
movie night magic,218823,mary tillworth,Movie night magic! / by Mary Tillworth ; illustrated by Dave Aikins.,19041288,13497199,nalini singh,movie night,wgt_jaccard_0.35
love does discover a secretly incredible life in an ordinary world unabridged unabridged,5583,bob goff,Love Does: Discover a Secretly Incredible Life in an Ordinary World (unabridged) (Unabridged),19041763,13497505,bob goff,discover an incredible life in an ordinary world,wgt_jaccard_0.45
love does discover a secretly incredible life in an ordinary world,138842,bob goff,Love Does: Discover a Secretly Incredible Life in an Ordinary World,19041763,13497505,bob goff,discover an incredible life in an ordinary world,wgt_jaccard_0.4
the black box,111071,michael connelly,The black box : a novel / Michael Connelly.,19042633,13495034,michael connelly,the black box,exact
a clash of kings,62192,george r r martin,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",19043126,13498266,george r r martin,a clash of kings,exact
a clash of kings,149368,george martin r r,A clash of kings / George R.R. Martin.,19043126,13498266,george r r martin,a clash of kings,exact
midnight blue light special incryptid series book 2,242253,seanan mcguire,"Midnight Blue-Light Special: InCryptid Series, Book 2",19049118,13501633,seanan mcguire,midnight blue light special,wgt_jaccard_0.5
full disclosure,2132463,stormy daniels,Full disclosure / Stormy Daniels with Kevin Carr O'Leary.,19051781,13503117,dee henderson,full disclosure,exact
alabaster shadows,128168,matt gardner,Alabaster Shadows / written by Matt Gardner ; illustrated by Rashad Doucet ; lettered by Ryan Ferrier.,19059513,13507822,osamu tezuka,alabaster,wgt_jaccard_0.45
the secret keeper,67600,kate morton,The Secret Keeper: A Novel,19060869,13508607,kate morton,the secret keeper,exact
the secret keeper,2521007,paul harris,The Secret Keeper: A Novel,19060869,13508607,kate morton,the secret keeper,exact
taken,48298,robert crais,Taken / Robert Crais.,19062926,13542616,benedict jacka,taken,exact
a wrinkle in time the graphic novel,5459,hope larson,A wrinkle in time : the graphic novel / Madeleine L'Engle ; adapted and illustrated by Hope Larson.,19068510,13513205,madeleine l engle,a wrinkle in time the graphic novel,exact
a wrinkle in time the graphic novel time quintet book 1,48407,madeleine l engle,"A Wrinkle in Time, The Graphic Novel: Time Quintet, Book 1",19068510,13513205,madeleine l engle,a wrinkle in time the graphic novel,wgt_jaccard_0.35
the beautiful mystery,117971,louise penny,The beautiful mystery / Louise Penny.,19068963,16045144,louise penny,the beautiful mystery,exact
dodger unabridged,127589,terry pratchett,Dodger (Unabridged),19074404,13516846,terry pratchett,dodger,wgt_jaccard_0.3
run,33141,douglas e winter,Run,19081975,13521299,james patterson,run,exact
run,105598,foo fighters,Run,19081975,13521299,james patterson,run,exact
run,120028,kody keplinger,Run,19081975,13521299,james patterson,run,exact
run,122190,bts,Run,19081975,13521299,james patterson,run,exact
run,134362,ann patchett,Run,19081975,13521299,james patterson,run,exact
run,446254,leona lewis,Run,19081975,13521299,james patterson,run,exact
run,501057,,Run,19081975,13521299,james patterson,run,exact
the defining decade why your twenties matter and how to make the most of them now unabridged unabridged,39221,meg phd jay,The Defining Decade: Why Your Twenties Matterâ€”And How to Make the Most of Them Now (unabridged) (Unabridged),19083750,13523061,meg jay,the defining decade why your twenties matter and how to make the most of them now,wgt_jaccard_0.1
the defining decade why your twenties matter and how to make the most of them now,56939,meg jay,The Defining Decade: Why Your Twenties Matter-And How to Make the Most of Them Now,19083750,13523061,meg jay,the defining decade why your twenties matter and how to make the most of them now,exact
the 15 invaluable laws of growth live them and reach your potential unabridged unabridged,41395,john c maxwell,The 15 Invaluable Laws of Growth: Live Them and Reach Your Potential (unabridged) (Unabridged),19086727,13529210,john c maxwell,the 15 invaluable laws of growth live them and reach your potential,wgt_jaccard_0.1
the panther mystery,269513,gertrude warner chandler,The panther mystery / created by Gertrude Chandler Warner ; illustrated by Charles Tang.,19086732,13526026,nelson demille,the panther,wgt_jaccard_0.35
antifragile things that gain from disorder unabridged unabridged,75353,nassim nicholas taleb,Antifragile: Things That Gain from Disorder (unabridged) (Unabridged),19092611,13530973,nassim nicholas taleb,antifragile things that gain from disorder,wgt_jaccard_0.1
antifragile things that gain from disorder,207452,nassim nicholas taleb,Antifragile: Things That Gain from Disorder,19092611,13530973,nassim nicholas taleb,antifragile things that gain from disorder,exact
antifragile things that gain from disorder,211815,nassim taleb nicholas,Antifragile : things that gain from disorder / Nassim Nicholas Taleb.,19092611,13530973,nassim nicholas taleb,antifragile things that gain from disorder,exact
dear life stories,177624,alice munro,Dear Life: Stories,19092649,13530981,alice munro,dear life,wgt_jaccard_0.3
dear life stories unabridged unabridged,182431,alice munro,Dear Life: Stories (unabridged) (Unabridged),19092649,13530981,alice munro,dear life,wgt_jaccard_0.45
this is not my hat,220195,jon klassen,This is not my hat / Jon Klassen.,19092692,13531024,jon klassen,this is not my hat,exact
jerusalem,143792,yotam ottolenghi,"Jerusalem : a cookbook / Yotam Ottolenghi, Sami Tamimi.",19093177,13531504,yotam ottolenghi,jerusalem,exact
a christmas bride,79581,mary balogh,A Christmas Bride / A Christmas Beau,19093533,13531858,mary balogh,a christmas bride,exact
thomas jefferson the art of power unabridged unabridged,112469,jon meacham,Thomas Jefferson: The Art of Power (unabridged) (Unabridged),19095325,13533740,jon meacham,thomas jefferson the art of power,wgt_jaccard_0.1
thomas jefferson the art of power,184184,jon meacham,Thomas Jefferson: The Art of Power,19095325,13533740,jon meacham,thomas jefferson the art of power,exact
luck of the draw,988474,kate clayborn,Luck of the Draw,19101532,13539168,piers anthony,luck of the draw,exact
the orchardist,17008,amanda coplin,The orchardist : a novel / Amanda Coplin.,19102940,13540215,amanda coplin,the orchardist,exact
heart of darkness,8613,joseph conrad,Heart of darkness / Joseph Conrad ; edited with introduction and notes by Owen Knowles. The Congo diary / edited with notes by Robert Hampson.,19103646,9208503,joseph conrad,heart of darkness,exact
lady midnight,124974,cassandra clare,Lady midnight / Cassandra Clare.,19104294,25494343,cassandra clare,lady midnight,exact
lord of shadows,5106,cassandra clare,Lord of shadows / Cassandra Clare.,19104295,30312891,cassandra clare,lord of shadows,exact
trust me i m lying confessions of a media manipulator unabridged unabridged,42892,ryan holiday,"Trust Me, I'm Lying: Confessions Of A Media Manipulator (unabridged) (Unabridged)",19107144,13542853,ryan holiday,trust me i m lying confessions of a media manipulator,wgt_jaccard_0.1
the princess in black and the perfect princess party,37966,shannon hale,The Princess in Black and the perfect princess party / Shannon Hale & Dean Hale ; illustrated by LeUyen Pham.,19108672,20708771,shannon hale,the princess in black,wgt_jaccard_0.5
the princess in black,165790,shannon hale,The Princess in Black / Shannon Hale & Dean Hale ; illustrated by LeUyen Pham.,19108672,20708771,shannon hale,the princess in black,exact
underground,33332,paul boston,Underground / Paul Boston ; [written and edited by Joanna McInerney and the QED team].,19109504,13544449,denise fleming,underground,exact
far from the tree parents children and the search for identity unabridged unabridged,165506,andrew solomon,"Far from the Tree: Parents, Children and the Search for Identity (unabridged) (Unabridged)",19112644,13547504,andrew solomon,far from the tree parents children and the search for identity,wgt_jaccard_0.1
far from the tree parents children and the search for identity,198767,andrew solomon,"Far from the tree : parents, children and the search for identity / Andrew Solomon.",19112644,13547504,andrew solomon,far from the tree parents children and the search for identity,exact
the space between us,10005,thrity umrigar,The Space Between Us,19113266,13548094,megan hart,the space between us,exact
the space between us,109548,thrity umrigar n,The space between us / Thrity Umrigar.,19113266,13548094,megan hart,the space between us,exact
one summer,26312,nora roberts,One Summer,19113391,13548219,nora roberts,one summer,exact
one summer,75687,david baldacci,One Summer,19113391,13548219,nora roberts,one summer,exact
warbreaker,206855,brandon sanderson,Warbreaker / Brandon Sanderson.,19116989,6761519,brandon sanderson,warbreaker,exact
warbreaker,206855,brandon sanderson,Warbreaker / Brandon Sanderson.,19116990,6761518,brandon sanderson,warbreaker,exact
warbreaker,206855,brandon sanderson,Warbreaker / Brandon Sanderson.,19116993,6761520,brandon sanderson,warbreaker,exact
little white duck,658044,na liu,Little White Duck : a childhood in China / Na Liu and AndrÃ©s Vera MartÃ­nez ; [illustration by AndrÃ©s Vera MartÃ­nez].,19130214,13557891,na liu,little white duck,exact
a clash of kings,62192,george r r martin,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",19136958,13561886,george r r martin,a clash of kings,exact
a clash of kings,149368,george martin r r,A clash of kings / George R.R. Martin.,19136958,13561886,george r r martin,a clash of kings,exact
sweet tooth,73564,ian mcewan,Sweet Tooth: A Novel,19137260,13562049,ian mcewan,sweet tooth,exact
the third wheel,186000,jeff kinney,The third wheel / by Jeff Kinney.,19140180,13563669,jeff kinney,the third wheel,exact
the racketeer unabridged,18668,john grisham,The Racketeer (Unabridged),19153727,13573236,john grisham,the racketeer,wgt_jaccard_0.25
the racketeer,64184,john grisham,The Racketeer,19153727,13573236,john grisham,the racketeer,exact
may cause miracles,69926,gabrielle bernstein,May Cause Miracles: A 40-Day Guidebook of Subtle Shifts for Radical Change and Unlimited Happiness (unabridged) (Unabridged),19154400,13573425,gabrielle bernstein,may cause miracles,exact
home,1498,harlan coben,Home / Harlan Coben.,19159354,13576649,george saunders,home,exact
home,225246,carson ellis,Home / Carson Ellis.,19159354,13576649,george saunders,home,exact
heidi,699499,johanna spyri,Heidi / by Johanna Spyri ; cover illustration by Anna Bond ; cover illustrations by Anna Bond ; translated by Eileen Hall ; interior illustrations by Cecil Leslie.,19168485,795307,johanna spyri,heidi,exact
whole rethinking the science of nutrition unabridged unabridged,44004,t colin phd campbell,Whole: Rethinking the Science of Nutrition (unabridged) (Unabridged),19174391,13587039,t colin campbell,whole rethinking the science of nutrition,wgt_jaccard_0.1
each kindness,84872,jacqueline woodson,Each kindness / Jacqueline Woodson ; illustrated by E.B. Lewis.,19175480,13588082,jacqueline woodson,each kindness,exact
the signal and the noise why so many predictions fail but some don t unabridged unabridged,142724,nate silver,The Signal and the Noise: Why So Many Predictions Fail but Some Don't (unabridged) (Unabridged),19175796,13588394,nate silver,the signal and the noise why so many predictions fail but some don t,wgt_jaccard_0.1
the signal and the noise why most predictions fail but some don t,160031,nate silver,The Signal and the Noise: Why Most Predictions Fail - But Some Don't,19175796,13588394,nate silver,the signal and the noise why so many predictions fail but some don t,wgt_jaccard_0.25
the signal and the noise why so many predictions fail but some don t,171419,nate silver,The signal and the noise : why so many predictions fail-- but some don't / Nate Silver.,19175796,13588394,nate silver,the signal and the noise why so many predictions fail but some don t,exact
a thousand mornings,172068,mary oliver,A thousand mornings / Mary Oliver.,19175806,13588404,mary oliver,a thousand mornings,exact
the dragon hunters,206497,james russell,The dragon hunters : a Dragon Brothers book / James Russell ; [illustrations by] Link Choi.,19176645,13589152,john flanagan,the hunters,wgt_jaccard_0.4
mastery,128763,robert greene,Mastery / Robert Greene.,19176675,13589182,robert greene,mastery,exact
mastery unabridged,191181,robert greene,Mastery (Unabridged),19176675,13589182,robert greene,mastery,wgt_jaccard_0.35
nathan hale s hazardous tales one dead spy the life times and last words of nathan hale america s most famous spy,70855,nathan hale,"Nathan Hale's hazardous tales. One dead spy : the life, times, and last words of Nathan Hale, America's most famous spy / [Nathan Hale].",19179194,13591161,nathan hale,nathan hale s hazardous tales one dead spy,wgt_jaccard_0.5
nathan hale s hazardous tales big bad ironclad,205866,nathan hale,"Nathan Hale's hazardous tales. Big bad ironclad! : a Civil War steamship showdown / text and illustrations, Nathan Hale.",19179196,13591162,nathan hale,nathan hale s hazardous tales big bad ironclad,exact
the jewels of paradise,33710,donna leon,The jewels of paradise / Donna Leon.,19179772,13591693,donna leon,the jewels of paradise,exact
the unreal and the real volume 2 selected stories of ursula k le guin outer space inner lands unabridged unabridged,135184,ursula k le guin,"The Unreal and the Real, Volume 2: Selected Stories of Ursula K. Le Guin: Outer Space, Inner Lands (unabridged) (Unabridged)",19179962,13591879,ursula k le guin,the unreal and the real selected stories volume two outer space inner lands,wgt_jaccard_0.45
joyland,163859,stephen king,Joyland,19185026,13596166,stephen king,joyland,exact
joyland,787086,,Joyland,19185026,13596166,stephen king,joyland,exact
the 5th wave,181640,richard yancey,The 5th Wave / Rick Yancey.,19187812,16101128,rick yancey,the 5th wave,exact
the boxcar children beginning the aldens of fair meadow farm,180517,patricia maclachlan,The Boxcar children beginning : the Aldens of Fair Meadow Farm / Patricia MacLachlan ; [interior illustrations by Robert Dunn].,19188667,13598213,patricia maclachlan,the boxcar children beginning the aldens of fair meadow farm,exact
the art of fermentation an in depth exploration of essential concepts and processes from around the world,66003,sandor katz ellix,The art of fermentation : an in-depth exploration of essential concepts and processes from around the world / Sandor Ellix Katz ; foreword by Michael Pollan.,19188832,13598307,sandor ellix katz,the art of fermentation an in depth exploration of essential concepts and processes from around the world,exact
the art of fermentation an in depth exploration of essential concepts and processes from around the world,140553,sandor ellix katz,The Art of Fermentation: An In-Depth Exploration of Essential Concepts and Processes from around the World,19188832,13598307,sandor ellix katz,the art of fermentation an in depth exploration of essential concepts and processes from around the world,exact
the round house,106813,louise erdrich,The round house / Louise Erdrich.,19195697,13602426,louise erdrich,the round house,exact
the round house unabridged,229263,louise erdrich,The Round House (Unabridged),19195697,13602426,louise erdrich,the round house,wgt_jaccard_0.25
the revised fundamentals of caregiving,205443,jonathan evison,The revised fundamentals of caregiving : a novel / Jonathan Evison.,19198861,13604611,jonathan evison,the revised fundamentals of caregiving,exact
saga volume 2,216637,brian k vaughan,"Saga, Volume 2",19199022,18995628,brian k vaughan,saga 2,wgt_jaccard_0.35
the first battle,66216,erin hunter,The first battle / Erin Hunter.,19204903,16129579,sara zaske,the first,wgt_jaccard_0.5
the iron trial,220321,holly black,The iron trial / Holly Black and Cassandra Clare ; with illustrations by Scott Fischer.,19205879,20578940,holly black,the iron trial,exact
doll bones,123370,holly black,Doll bones / Holly Black ; with illustrations by Eliza Wheeler.,19206674,15944406,holly black,doll bones,exact
ungifted,175481,gordon korman,Ungifted / Gordon Korman.,19213015,13623777,gordon korman,ungifted,exact
gulp adventures on the alimentary canal,58359,mary roach,Gulp : adventures on the alimentary canal / Mary Roach.,19216563,13615414,mary roach,gulp adventures on the alimentary canal,exact
gulp adventures on the alimentary canal unabridged unabridged,238935,mary roach,Gulp: Adventures on the Alimentary Canal (unabridged) (Unabridged),19216563,13615414,mary roach,gulp adventures on the alimentary canal,wgt_jaccard_0.1
lost and found,102607,oliver jeffers,Lost and found / Oliver Jeffers.,19226430,13622812,stephanie laurens,lost and found,exact
lost and found,128022,bruce hale,Lost and found / written by Bruce Hale ; illustrated by Guy Francis.,19226430,13622812,stephanie laurens,lost and found,exact
magic dreams,64901,ilona andrews,Magic Dreams,19233926,13627865,ilona andrews,magic dreams,exact
a dance with dragons,41262,george r r martin,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",19235070,13628592,george r r martin,a dance with dragons,exact
a dance with dragons,143111,george martin r r,A dance with dragons / George R.R. Martin.,19235070,13628592,george r r martin,a dance with dragons,exact
pride,2013171,ibi zoboi aanu,Pride / Ibi Zoboi.,19241284,13632202,shelly laurenston,christmas pride,wgt_jaccard_0.45
the girl you left behind,66138,jojo moyes,The girl you left behind / Jojo Moyes.,19249629,17572903,jojo moyes,the girl you left behind,exact
the girl you left behind unabridged,234167,jojo moyes,The Girl You Left Behind (Unabridged),19249629,17572903,jojo moyes,the girl you left behind,wgt_jaccard_0.15
the rise and fall of the third reich,63024,william shirer,The Rise and Fall of the Third Reich,19253417,13639626,william l shirer,the rise and fall of the third reich,exact
the rise and fall of the third reich,184360,william l shirer,The Rise and Fall of the Third Reich: A History of Nazi Germany (unabridged) (Unabridged),19253417,13639626,william l shirer,the rise and fall of the third reich,exact
tenth of december stories,5629,george saunders,Tenth of December: Stories,19256026,13641208,george saunders,tenth of december,wgt_jaccard_0.2
tenth of december stories unabridged unabridged,206666,george saunders,Tenth of December: Stories (unabridged) (Unabridged),19256026,13641208,george saunders,tenth of december,wgt_jaccard_0.3
nexus,3153,ramez naam,Nexus,19257521,13642710,ramez naam,nexus,exact
nexus,392250,scott westerfeld,Nexus,19257521,13642710,ramez naam,nexus,exact
nexus,537392,dan fogelberg,Nexus,19257521,13642710,ramez naam,nexus,exact
babymouse 17 extreme babymouse,159877,jennifer holm l,"Babymouse. [17], Extreme Babymouse / by Jennifer L. Holm & Matthew Holm.",19257875,13642635,jennifer l holm,extreme babymouse,wgt_jaccard_0.35
origin,12326,dan brown,Origin: A Novel,19259997,13644052,jennifer l armentrout,origin,exact
origin,161696,diana abu jaber,Origin: A Novel (unabridged) (Unabridged),19259997,13644052,jennifer l armentrout,origin,exact
saga volume 3,195072,brian k vaughan,"Saga, Volume 3",19693956,18971549,brian k vaughan,saga 3,wgt_jaccard_0.35
siege and storm,140682,leigh bardugo,Siege and storm / Leigh Bardugo.,19699752,14061955,leigh bardugo,siege and storm,exact
ruin and rising,191356,leigh bardugo,Ruin and rising / Leigh Bardugo.,19699754,14061957,leigh bardugo,ruin and rising,exact
the arrangement,119601,sarah dunn,The Arrangement: A Novel,19754340,15797358,mary balogh,the arrangement,exact
the arrangement,568398,ashley warlick,The Arrangement: A Novel,19754340,15797358,mary balogh,the arrangement,exact
a constellation of vital phenomena,7487,anthony marra,A constellation of vital phenomena : a novel / Anthony Marra.,19926928,18428067,anthony marra,a constellation of vital phenomena,exact
the casual vacancy,45894,j k rowling,The Casual Vacancy,19926990,13497818,j k rowling,the casual vacancy,exact
the casual vacancy,139841,j rowling k,The casual vacancy / J.K. Rowling.,19926990,13497818,j k rowling,the casual vacancy,exact
champion,83097,marie lu,Champion / Marie Lu.,19931517,14290364,marie lu,champion,exact
box,90439,min flyte,Box / Min Flyte ; illustrated by Rosalind Beardshaw.,20077373,14435241,jennifer egan,black box,wgt_jaccard_0.5
the art forger,148980,b a shapiro,The Art Forger: A Novel,20211722,14568987,b a shapiro,the art forger,exact
knock em dead resumes,86800,martin yate john,"Knock 'em dead resumes : a killer resume gets more job interviews! / Martin Yate, CPC.",20261651,14618871,martin yate,resumes that knock em dead,wgt_jaccard_0.15
revenge wears prada the devil returns,166105,lauren weisberger,Revenge Wears Prada: The Devil Returns,20391423,16130307,lauren weisberger,revenge wears prada the devil returns,exact
the elite,67310,kiera cass,The Elite / Kiera Cass.,20397129,16248068,kiera cass,the elite,exact
hercule poirot s christmas,118850,agatha christie,Hercule Poirot's Christmas / Agatha Christie.,20415714,14762880,agatha christie,hercule poirot s christmas,exact
berlin,170504,rick steves,Berlin / Rick Steves.,20434290,14781219,james patterson,private berlin,wgt_jaccard_0.5
nypd red nypd red series book 1,39296,james patterson,"NYPD Red: NYPD Red Series, Book 1",20434567,14781501,james patterson,nypd red,wgt_jaccard_0.45
i am pilgrim,75884,terry hayes,I Am Pilgrim: A Thriller (unabridged) (Unabridged),20434723,18144124,terry hayes,i am pilgrim,exact
if you were a panda bear,240532,wendell minor,If you were a panda bear / Wendell and Florence Minor.,20474290,14820772,jamie swenson,if you were a dog,wgt_jaccard_0.5
max and the tag along moon,109544,floyd cooper,Max and the tag-along moon / Floyd Cooper.,20503297,14849604,floyd cooper,max and the tag along moon,exact
olympians 5 poseidon earth shaker,166804,o george connor,"[Olympians. 5], Poseidon : earth shaker / George O'Connor.",20717081,15062370,george o connor,poseidon earth shaker,wgt_jaccard_0.35
love irresistibly fbi,117916,julie james,"Love Irresistibly: FBI/US Attorney Series, Book 4",21201410,15544715,julie james,love irresistibly,wgt_jaccard_0.4
the runaway king,143450,jennifer nielsen a,The runaway king / Jennifer A. Nielsen.,21365340,15703770,jennifer a nielsen,the runaway king,exact
the best man,81328,richard peck,The Best Man,21365435,15803757,kristan higgins,the best man,exact
the best man,116657,kristan higgins,The Best Man,21365435,15803757,kristan higgins,the best man,exact
the cruel prince,36336,holly black,The cruel prince / Holly Black.,21366587,15704485,tiffany reisz,the prince,wgt_jaccard_0.5
the prince unabridged,53652,machiavelli,The Prince (Unabridged),21366587,15704485,tiffany reisz,the prince,wgt_jaccard_0.35
the prince,69602,niccolo machiavelli,The Prince,21366587,15704485,tiffany reisz,the prince,exact
the storybook prince,97239,doug keith,The storybook prince / written and illustrated by Doug Keith.,21366587,15704485,tiffany reisz,the prince,wgt_jaccard_0.5
the happy prince,140868,maisie shearring paradise,The happy prince / a tale by Oscar Wilde ; illustrated and adapted by Maisie Paradise Shearring.,21366587,15704485,tiffany reisz,the prince,wgt_jaccard_0.45
the little prince,170809,antoine de saint exup ry,The Little Prince,21366587,15704485,tiffany reisz,the prince,wgt_jaccard_0.4
the prince unabridged,188188,niccolo machiavelli,The Prince (Unabridged),21366587,15704485,tiffany reisz,the prince,wgt_jaccard_0.35
the little prince,234965,saint exup antoine ry de,The little prince / written and illustrated by Antoine de Saint-Exupery ; translated from the French by Richard Howard.,21366587,15704485,tiffany reisz,the prince,wgt_jaccard_0.4
the prince,474359,joceline sanschagrin,The Prince,21366587,15704485,tiffany reisz,the prince,exact
the prince,1010262,katharine ashe,The Prince: A Devil's Duke Novel,21366587,15704485,tiffany reisz,the prince,exact
appointment with death,181113,agatha christie,Appointment with death / Agatha Christie.,21376222,15710197,arthur conan doyle,appointment with death,exact
saga volume 4,52596,brian k vaughan,"Saga, Volume 4",21385798,19454935,brian k vaughan,saga 4,wgt_jaccard_0.35
a dance with dragons,41262,george r r martin,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",21397135,15722751,george r r martin,a dance with dragons,exact
a dance with dragons,143111,george martin r r,A dance with dragons / George R.R. Martin.,21397135,15722751,george r r martin,a dance with dragons,exact
any dream will do,40142,debbie macomber,Any Dream Will Do: A Novel,21399879,15724338,tessa dare,any duchess will do,wgt_jaccard_0.45
the sword of summer,104515,rick riordan,The sword of summer / Rick Riordan.,21400019,15724396,rick riordan,the sword of summer,exact
the toad,200010,elise gravel,The toad / Ã‰lise Gravel.,21406462,15728267,angie sage,the darke toad,wgt_jaccard_0.5
an echo in the bone outlander series book 7,30848,diana gabaldon,"An Echo in the Bone: Outlander Series, Book 7",21407979,9758570,diana gabaldon,an echo in the bone,wgt_jaccard_0.5
nos4a2,145176,joe hill,NOS4A2: A Novel,21408527,15729539,joe hill,nos4a2,exact
the firebird,109015,susanna kearsley,The Firebird,21409785,15942636,susanna kearsley,the firebird,exact
eagle strike the graphic novel,88498,anthony horowitz,Eagle strike : the graphic novel / Anthony Horowitz ; [adapted by Antony Johnston ; inks by Yuzuru Takasaki ; color by Kanako Damerum],21421760,15055597,anthony horowitz,eagle strike the graphic novel,exact
a christmas carol,95344,charles dickens,A Christmas Carol: A Ghost Story of Christmas,21426564,15740436,rod espinosa,a christmas carol,exact
breathe and be,219790,kate coombs,Breathe and be : a book of mindfulness poems / Kate Coombs ; illustrated by Anna Emilia Laitinen.,21429192,15742039,kristen ashley,breathe,wgt_jaccard_0.5
jane eyre,44833,charlotte bront,Jane Eyre,21430830,496245,charlotte bronte,jane eyre,exact
jane eyre,52741,,Jane Eyre,21430830,496245,charlotte bronte,jane eyre,exact
jane eyre,53744,charlotte bronte,Jane Eyre,21430830,496245,charlotte bronte,jane eyre,exact
jane eyre,104153,bront charlotte,Jane Eyre / Charlotte Bronte ; edited with an introduction and notes by Stevie Davies.,21430830,496245,charlotte bronte,jane eyre,exact
